movie_name,released_year,genre,duration_min,user_rating,critics_rating,votes
American Exit,2019,"Adventure, Drama",86,4.7,,247
Battlecreek,2017,"Drama, Romance",97,5.7,,802
The Case for Christ,2017,"Biography, Drama",112,6.2,50,6716
Escape Room I ,2017,Horror,86,4.3,,2269
Furlough,2018,"Comedy, Drama",83,5.9,,1296
The Ballad of Lefty Brown,2017,"Action, Drama, Western",111,6.2,64,4131
We Don't Belong Here,2017,"Drama, Mystery",92,4.9,,590
Dead Trigger,2017,"Action, Horror, Sci-Fi",91,3.7,,667
The Last Word,2017,"Comedy, Drama",108,6.6,40,6550
The Outcasts,2017,Comedy,95,5.5,47,3185
Half Magic,2018,"Comedy, Romance",94,4.6,49,952
6 Below: Miracle on the Mountain,2017,"Adventure, Biography, Drama",98,5.7,40,5165
L'insulte,2017,"Crime, Drama, Thriller",113,7.7,72,11775
The Pages,2018,"Drama, Thriller",102,5.0,40,544
Gosnell: The Trial of America's Biggest Serial Killer,2018,"Crime, Drama",93,6.7,,3827
Troop Zero,2019,"Comedy, Drama, Family",94,7.5,,52
God Bless the Broken Road,2018,"Drama, Family, Romance",111,5.3,31,682
Never Goin' Back,2018,"Comedy, Crime, Drama",85,6.0,62,1783
Indivisible II,2018,"Drama, War",119,5.6,53,894
Band Aid,2017,"Comedy, Drama, Music",91,6.6,67,4687
Measure of a Man,2018,"Comedy, Drama",100,6.3,53,868
Hala,2019,Drama,94,4.0,75,106
Saint Judy,2018,"Biography, Drama",106,5.7,51,406
Affairs of State,2018,Drama,97,4.5,,579
Gnome Alone,2017,"Animation, Adventure, Comedy",85,5.6,,1973
The Other Side of Heaven 2: Fire of Faith,2019,"Adventure, Biography, Drama",110,5.6,,160
Armed Response,2017,"Action, Horror, Thriller",93,3.7,13,1782
Krystal,2017,"Comedy, Drama",90,5.3,39,978
The Strange Ones,2017,"Drama, Thriller",81,5.0,57,2019
"Rock, Paper, Scissors",2017,"Horror, Thriller",85,4.1,,210
God's Not Dead: A Light in Darkness,2018,Drama,105,4.4,33,2827
Skate Kitchen,2018,Drama,106,6.8,72,2491
The Keeping Hours,2017,"Drama, Fantasy, Horror",91,6.2,,2282
I Hate Kids,2019,"Adventure, Comedy",89,6.1,12,1397
Bad Kids of Crestview Academy,2017,"Action, Comedy, Thriller",100,6.2,22,2451
Walking Out I ,2017,"Adventure, Drama, Mystery",95,5.8,79,4836
Dragonheart: Battle for the Heartfire,2017,Fantasy,98,5.3,,1711
I Do... Until I Don't,2017,Comedy,106,4.6,43,1103
The Wolf Hour,2019,"Drama, Mystery, Thriller",99,5.0,,242
Tiger,2018,Drama,100,4.7,,318
Boundaries I ,2018,"Comedy, Drama",104,4.9,50,1738
Beatriz at Dinner,2017,"Comedy, Drama",82,6.0,68,8151
Grand-Daddy Day Care,2019,"Comedy, Family",96,4.8,,207
Scales: Mermaids Are Real,2017,"Adventure, Family, Fantasy",92,4.8,,355
Between Earth and Sky,2018,"Drama, Horror, Mystery",97,6.3,,54
The Pilgrim's Progress,2019,"Animation, Adventure, Family",108,4.9,,222
The Crucifixion,2017,"Horror, Mystery, Thriller",90,5.1,,6210
All I Wish,2017,"Comedy, Drama, Romance",94,5.1,49,941
Golden Exits,2017,Drama,94,5.8,71,1586
In Search of Fellini,2017,"Adventure, Drama, Romance",93,6.2,55,1617
Best F(r)iends: Volume 1,2017,"Comedy, Drama, Thriller",108,5.5,,2141
Bolden,2019,Drama,108,5.4,50,266
Duck Duck Goose I ,2018,"Animation, Adventure, Comedy",91,5.7,,2523
The Son of Bigfoot,2017,"Animation, Adventure, Comedy",92,6.1,,4395
The Etruscan Smile,2018,Drama,107,6.8,,558
Pottersville,2017,Comedy,84,5.3,,2941
Show Dogs,2018,"Adventure, Comedy, Family",92,3.6,31,3596
Blood Money IV,2017,"Crime, Drama, Thriller",100,4.4,42,1709
Cartels,2017,"Action, Crime, Mystery",95,3.8,,1207
A Boy. A Girl. A Dream.,2018,Romance,89,4.7,65,260
To Dust,2018,"Comedy, Drama",105,5.7,66,470
Lady-Like,2017,"Comedy, Romance",82,5.7,,1460
Realms,2017,"Horror, Mystery",90,4.0,,476
High on the Hog,2019,"Action, Crime, Drama",85,3.7,,140
Wilson I ,2017,"Comedy, Drama",94,5.8,49,9142
The Sandman II,2017,Horror,90,4.5,,1151
Kill Switch I ,2017,"Action, Sci-Fi, Thriller",91,4.8,31,6427
The Great Alaskan Race,2019,"Action, Adventure, Drama",87,8.1,,11
Battle Drone,2018,"Action, Sci-Fi",93,5.7,,2007
Gone Are the Days,2018,Western,99,5.1,,735
The Marine 6: Close Quarters,2018,"Action, Drama",85,4.8,,876
Pray for Rain,2017,"Drama, Mystery, Thriller",92,5.1,,719
Crash Pad I ,2017,Comedy,91,5.7,46,2296
The Protector,2019,Romance,126,5.5,,132
Bitch I ,2017,"Comedy, Drama, Thriller",93,5.0,55,1532
Extortion,2017,"Action, Adventure, Crime",108,6.2,,5980
Bring It On: Worldwide #Cheersmack,2017,"Comedy, Romance, Sport",95,4.3,,1057
The Long Dumb Road,2018,Comedy,90,6.0,64,1599
Phoenix Forgotten,2017,"Horror, Mystery, Sci-Fi",87,5.2,33,4892
Last Rampage: The Escape of Gary Tison,2017,"Crime, Drama, Mystery",93,5.7,50,1233
An Ordinary Man,2017,"Drama, Thriller, War",90,5.4,52,1386
True to the Game,2017,Drama,108,5.1,,514
Little Bitches,2018,Comedy,86,3.9,,587
Wild Nights with Emily,2018,"Comedy, History",84,6.3,74,351
All Saints,2017,Drama,108,6.0,63,1297
The Iron Orchard,2018,"Drama, History, Romance",112,5.5,43,162
Highway to Havasu,2017,"Adventure, Comedy, Drama",108,3.6,,187
Norm of the North: Keys to the Kingdom,2017,"Animation, Adventure, Comedy",91,2.9,,494
The Wilde Wedding,2017,"Comedy, Romance",95,5.0,31,1534
"Faith, Hope & Love",2019,"Comedy, Romance",106,6.5,,39
Max 2: White House Hero,2017,Family,85,5.2,,1042
Stuck IV,2017,"Drama, Musical",90,5.8,36,249
Sgt. Stubby: An American Hero,2018,"Animation, Adventure, Family",84,6.9,58,1464
Benjamin II,2019,"Comedy, Drama",85,3.3,,115
Feed,2017,Drama,95,6.2,,2048
Kinky,2018,"Drama, Romance",93,2.9,,135
The Scent of Rain & Lightning,2017,"Drama, Mystery, Western",100,5.0,,708
Slumber I ,2017,Horror,84,4.6,,3178
Honey: Rise Up and Dance,2018,"Drama, Music",100,5.1,,490
The Stray,2017,"Drama, Family",92,5.3,,867
Crown Vic,2019,"Action, Crime, Drama",100,5.9,,26
Permanent,2017,Comedy,93,5.5,41,1529
Let There Be Light I ,2017,Drama,100,4.7,,2249
Unbridled,2017,Drama,,6.8,,43
"Love, Kennedy",2017,Drama,92,6.5,,347
The Honor List,2018,Drama,103,5.5,,465
Killing Hasselhoff,2017,Comedy,80,4.4,,1884
Anything,2017,"Drama, Romance",94,5.9,60,496
Stuck XV,2018,Comedy,100,6.3,,38
Trouble I ,2017,"Comedy, Drama",100,4.2,60,176
Cops and Robbers,2017,Action,88,3.8,,316
Nostalgia I ,2018,Drama,114,5.4,47,823
A Question of Faith,2017,Drama,104,5.6,,850
Supercon,2018,"Action, Comedy",100,3.6,9,606
The Hatred,2017,"Drama, Horror, Mystery",90,3.6,,1879
Most Likely to Murder,2018,Comedy,90,5.1,,696
Where's the Money,2017,Comedy,86,5.1,,1527
Cliffs of Freedom,2019,Drama,137,6.3,,243
The Drone,2019,"Comedy, Horror",82,6.0,,39
Jekyll Island,2017,"Crime, Thriller",84,4.2,28,1107
Welcome the Stranger,2018,"Drama, Mystery",94,4.9,,1270
Dirt I ,2018,"Action, Drama, Sport",102,6.2,,884
Best F(r)iends: Volume 2,2018,"Comedy, Drama, Thriller",93,5.1,,613
This Is Your Death,2017,"Drama, Game-Show, Thriller",104,5.6,35,3547
Deep II,2017,"Animation, Adventure, Comedy",92,4.0,,1128
The Least of These: The Graham Staines Story,2019,Drama,112,6.2,,633
Blood Brother,2018,"Action, Crime, Drama",90,4.5,18,419
The Dare,2019,"Horror, Mystery, Thriller",,,419,
Altitude,2017,"Action, Crime, Thriller",88,4.0,,2784
Alex & Me,2018,"Family, Sport",76,5.4,,351
Chimera Strain,2018,"Drama, Sci-Fi, Thriller",80,5.4,,1374
All Nighter,2017,"Comedy, Drama",86,5.7,37,5404
Viper Club,2018,Drama,109,5.5,57,417
Ride V ,2018,Action,98,8.2,,75
Papa I ,2018,Drama,107,6.9,,28
Dirty Dealing 3D,2018,Drama,90,3.8,,152
Landline I ,2017,"Comedy, Drama",97,6.4,66,3641
Friday's Child,2018,"Crime, Drama",91,6.6,,165
Speech & Debate,2017,"Comedy, Drama",105,5.9,46,1112
Malevolence 3: Killer,2018,Horror,89,6.1,,1671
Monsters at Large,2018,Family,91,5.5,,224
Maine,2018,Drama,86,4.8,,323
Running Wild,2017,"Drama, Western",99,5.9,,1143
The Gracefield Incident,2017,"Action, Horror, Mystery",89,4.1,21,1935
Til Death Do Us Part II,2017,Thriller,101,4.5,,1036
Justice II,2017,Western,92,4.0,,750
Public Disturbance,2018,Comedy,84,3.0,,548
Cover Versions,2018,Mystery,87,5.4,,484
The Dip Run,2018,Comedy,96,2.7,,145
Anne,2018,Horror,80,6.2,,604
Aardvark,2017,Drama,89,4.5,37,438
Breakable You,2017,"Comedy, Drama",120,5.5,,248
Pistachio,2018,"Adventure, Family",85,5.3,,123
I Believe,2017,Family,89,4.8,,136
Crown Heights,2017,"Biography, Crime, Drama",94,6.5,64,1522
Change in the Air,2018,Drama,94,4.4,26,102
The Adventures of Jurassic Pet,2019,"Adventure, Family",84,3.5,,114
The Song of Sway Lake,2017,"Drama, Music, Romance",94,6.2,51,277
What Lies Ahead,2019,Thriller,88,3.4,,219
One Percent More Humid,2017,Drama,98,5.6,,442
Armed,2018,"Action, Thriller",118,3.3,,373
Finding Julia,2019,"Drama, Mystery",118,7.9,,50
Beyond Paradise,2018,"Drama, Romance",101,5.8,,327
A Mermaid's Tale,2017,"Adventure, Drama, Family",92,4.8,,333
A Cowgirl's Story,2017,Family,98,5.3,,414
Daisy Winters,2017,Drama,90,5.9,,106
Trico Tri Happy Halloween,2018,Family,89,4.5,,120
Grey Lady,2017,"Crime, Drama, Mystery",107,4.3,,705
Beautifully Broken,2018,Drama,108,5.8,,285
The Refuge,2019,"Crime, Drama, Thriller",98,8.7,,1193
"We Love You, Sally Carmichael!",2017,Comedy,84,6.1,,299
Tadeo Jones 2: El secreto del Rey Midas,2017,"Animation, Adventure, Comedy",85,6.1,,2231
Selah and The Spades,2019,Drama,97,6.1,,30
A Stork's Journey,2017,"Animation, Adventure, Comedy",85,5.8,,1350
Love Beats Rhymes,2017,"Drama, Musical",106,5.3,54,728
The Amendment,2018,Action,90,6.9,,31
Cinderella and the Secret Prince,2018,"Animation, Adventure, Family",90,4.5,,179
Deadman Standing,2018,"Biography, Thriller, Western",92,4.8,,172
The Good Catholic,2017,"Comedy, Drama",96,5.2,46,805
The Last Whistle,2019,"Drama, Sport",87,4.7,,133
House of Demons,2018,"Drama, Fantasy, Horror",90,3.6,,378
A Crooked Somebody,2017,"Drama, Thriller",102,6.2,74,592
Heartbeats,2017,"Comedy, Drama, Music",107,5.4,,591
The Black Prince,2017,"Drama, History",118,6.6,26,832
Different Flowers,2017,Comedy,99,5.2,,421
Cross Wars,2017,"Action, Fantasy",98,2.3,,452
Slasher.com,2017,"Crime, Horror, Thriller",89,3.3,,460
Never Here,2017,"Drama, Mystery, Thriller",110,4.2,66,777
The Church I ,2018,"Horror, Thriller",81,2.8,,112
Snatchers,2019,"Comedy, Horror, Sci-Fi",96,7.0,,23
The Escape of Prisoner 614,2018,"Action, Adventure, Comedy",97,4.4,31,638
The Gliksmans,2017,Comedy,72,,638,
Swing State,2017,"Comedy, Music, Romance",95,3.7,,261
Parched,2017,Horror,83,3.3,,161
No Postage Necessary,2017,"Comedy, Drama",104,6.6,,785
Counterpunch,2019,"Action, Biography, Drama",97,4.9,,601
Belong to Us,2018,Drama,84,5.4,,52
At Your Own Risk,2018,"Adventure, Thriller",72,5.1,,90
Hope Springs Eternal,2018,"Comedy, Drama",78,4.8,,381
Grow House,2017,Comedy,96,4.6,,289
The Guest House,2017,Thriller,96,3.7,,144
The Storyteller,2018,"Drama, Family, Fantasy",90,7.0,,431
Sollers Point,2017,Drama,101,5.7,73,510
The Boy Downstairs,2017,"Comedy, Drama, Romance",91,5.7,59,1119
Shadow Fighter,2017,Drama,99,7.8,,1295
Funny Pets 2,2018,Animation,71,7.1,,57
Wheeler,2017,Drama,100,5.9,58,357
Bunyan and Babe,2017,"Animation, Adventure, Comedy",84,5.0,,317
The Assault,2017,"Action, Thriller",90,4.2,,94
Because of Grácia,2017,"Comedy, Drama, Romance",107,6.5,,109
Apple of My Eye II,2017,Family,84,5.5,,279
Union Bound,2019,"Action, Drama, History",103,3.9,,102
Jane and Emma,2018,Drama,90,6.2,,108
Legend of Hallowaiian,2018,"Animation, Adventure, Family",82,7.1,,376
Shine I ,2017,"Drama, Music",95,4.9,,156
Exposure IV,2018,Horror,77,2.9,,195
Pegasus: Pony with a Broken Wing,2019,Family,86,4.4,,42
Frat Pack,2018,Comedy,95,3.8,,313
Valley of Bones,2017,"Crime, Thriller, Western",90,4.1,,441
Weightless I ,2017,Drama,93,6.6,56,96
The Lucky Man,2018,"Action, Drama, Sci-Fi",98,5.6,,1701
Get the Girl,2017,"Action, Comedy, Crime",87,5.0,,1037
The Lumber Baron,2019,"Drama, History, Mystery",120,6.0,,39
"Phoenix, Oregon",2019,Comedy,,8.2,,38
Snake Outta Compton,2018,"Comedy, Horror, Sci-Fi",89,2.8,,367
Behind the Walls,2018,Horror,91,3.0,,174
Slamma Jamma,2017,"Drama, Sport",104,6.0,,1199
Surviving the Wild,2018,"Action, Adventure, Family",87,5.6,,120
Paws P.I.,2018,Family,86,8.2,,426
Party Day Massacre Stories,2018,"Comedy, Horror",76,2.4,,11
Taco Shop,2018,Comedy,85,4.0,,123
Remember Amnesia,2019,Comedy,88,8.2,,21
Pickings,2018,"Action, Crime, Drama",103,5.3,,754
Sweet Sweet Summertime,2017,Family,82,7.8,,18
Wraith,2017,"Horror, Mystery, Thriller",99,3.4,,435
Menashe,2017,Drama,82,6.5,81,1553
Puppy Swap Love Unleashed,2019,Family,90,5.8,,68
Breaking Legs,2017,"Family, Musical",98,4.1,,170
Kampout,2017,Adventure,93,2.3,,105
Neron,2018,"Action, Drama, Horror",100,2.9,,482
The Horse Dancer,2017,Family,114,4.4,,189
A Horse from Heaven,2018,Family,90,4.6,,120
Puppy Star Christmas,2018,Family,91,4.3,,98
The Midnight Man,2017,"Comedy, Horror, Thriller",88,3.6,,226
Anna II,2017,Horror,97,2.4,,352
The Manor,2018,Horror,92,3.0,,157
The Executioners,2018,"Horror, Thriller",93,3.8,,446
Breaking Brooklyn,2018,"Drama, Family, Music",97,5.1,,133
Khali the Killer,2017,"Crime, Drama",89,3.5,,246
You Can't Have It,2017,Thriller,86,4.1,,286
Killer Unicorn,2018,Horror,74,2.7,,109
Honor Up,2018,"Action, Adventure",84,2.5,,227
Generational Sins,2017,Drama,90,7.7,,1625
An L.A. Minute,2018,Comedy,86,5.4,15,29
Pure Country Pure Heart,2017,"Drama, Music",84,6.3,,165
A Dog & Pony Show,2018,"Comedy, Family",85,2.9,,37
You Have a Nice Flight,2017,"Comedy, Drama, Romance",81,7.2,,35
ECCO,2019,"Crime, Drama, Thriller",123,4.9,31,125
Disconnected II,2017,Drama,96,5.4,,77
Champion I ,2017,"Drama, Family, Sport",116,5.9,,155
This Old Machine,2017,Thriller,84,2.0,,103
The Miranda Murders: Lost Tapes of Leonard Lake and Charles Ng,2017,"Biography, Crime",73,3.8,,64
Saving Faith,2017,Comedy,105,6.0,,33
Pup Star: World Tour,2018,"Comedy, Family, Musical",87,5.1,,95
The Barn,2018,"Crime, Horror, Mystery",90,4.4,,90
Saving Christmas,2017,Family,88,4.4,,66
The Riot Act,2018,Thriller,101,8.1,,67
Bright Ones,2019,Musical,82,6.9,,13
The Body Tree,2017,"Horror, Thriller",97,3.8,,374
The Samuel Project,2018,Drama,92,8.0,,83
Moss I ,2017,"Adventure, Drama, Romance",81,5.8,57,71
American Gothic,2017,"Horror, Thriller",77,3.7,,296
Cinderella: The Enchanted Beginning,2018,Family,70,4.0,,73
Horse Camp,2017,Family,108,6.4,,83
Hush Money,2017,"Drama, Thriller",90,6.0,,129
Revival!,2018,Musical,,7.6,,15
Baja,2018,Comedy,106,4.7,,200
American Folk,2017,"Drama, Musical",99,5.9,62,282
Surfer,2018,Drama,98,4.2,,36
Holly Star,2018,Comedy,91,5.1,,103
Chapter & Verse,2017,Drama,97,6.4,70,157
Henri,2017,"Action, Drama",89,4.2,,37
The Lurking Man,2017,"Drama, Fantasy, Horror",90,7.8,,344
Getting Grace,2017,"Comedy, Drama",112,7.3,,296
SheChotic,2018,"Drama, Horror, Mystery",93,2.8,,64
Survive The Hollow Shoals,2018,Horror,78,5.1,,160
Red Forrest,2018,Horror,75,7.6,,1304
The Valley,2017,"Drama, Mystery",95,7.7,33,41
Trek: The Movie,2018,"Comedy, Drama, Family",102,5.5,,90
Blood Country,2017,Western,89,5.5,,123
Always & 4Ever,2018,Thriller,,7.8,,25
Call Me King,2017,"Action, Crime, Drama",118,5.6,,314
"Tim Timmerman, Hope of America",2017,"Comedy, Romance",94,5.6,,272
A Stone Cold Christmas,2018,Romance,90,6.7,,79
Abe & Phil's Last Poker Game,2017,"Comedy, Drama",85,5.7,48,188
Americons,2017,"Action, Biography, Crime",89,4.0,25,198
Strings II,2018,Drama,103,5.8,,57
Point of no Return,2018,"Action, Adventure, Thriller",90,4.0,,113
A Thousand Junkies,2017,"Comedy, Drama",75,5.8,,178
Psychos,2017,"Crime, Drama, Horror",82,2.8,,227
Fortune Defies Death,2018,"Crime, Drama, Mystery",115,7.4,,18
The Goblin,2017,"Fantasy, Horror, Thriller",67,5.0,,42
Fall of Grace,2017,Horror,81,4.2,,471
Twice The Dream,2019,Family,101,7.9,,52
Holden On,2017,"Biography, Drama",102,7.1,,116
Off Season I ,2017,"Drama, Thriller",86,4.9,,42
All I Want I ,2017,"Comedy, Drama, Romance",91,4.8,,112
Stronger II,2017,Drama,125,7.0,,25
Wastelander,2018,"Action, Adventure, Sci-Fi",90,2.6,,148
The Last Ones,2017,"Horror, Sci-Fi, Thriller",78,3.8,,40
Elizabeth Blue,2017,Drama,95,6.0,48,73
Day of Days,2017,Drama,107,4.4,,48
Swamp Ape,2017,"Adventure, Comedy, Horror",59,3.4,,172
The 312,2017,"Comedy, Drama, Romance",75,6.1,,18
Segfault,2018,"Action, Thriller",90,7.6,,5
6:66 PM,2017,"Comedy, Horror",82,6.1,,700
PupParazzi,2018,Family,97,4.2,,39
Razor II,2017,Comedy,87,6.4,,11
Kuleana,2017,"Drama, Mystery",95,7.9,,45
The Last Days of Billy the Kid,2017,Western,80,1.4,,73
Polaris,2017,Drama,79,4.4,,48
Blink IV,2018,Drama,98,4.5,,60
Baby Fever,2017,Comedy,84,2.7,,18
Asomatous,2017,Thriller,90,3.6,,21
Mirror Image,2017,"Horror, Thriller",76,6.2,,70
Robo-Dog: Airborne,2017,Family,88,4.9,,128
Vanished,2018,Thriller,84,4.1,,15
The Last Gunslinger,2017,Western,80,2.0,,89
Sk8 Dawg,2018,"Adventure, Comedy, Family",90,4.4,,16
1 Angry Black Man,2018,Drama,92,7.2,,9
Dimension Z,2017,Horror,70,8.1,,343
District,2018,Drama,67,5.8,,29
The Mason Brothers,2017,"Crime, Drama, Thriller",114,5.7,,229
The Actor,2018,"Comedy, Crime, Drama",104,5.9,,76
Deadly Sanctuary,2017,"Family, Mystery, Thriller",100,3.6,,113
Yesterday V ,2018,Drama,,,113,
Sorceress,2017,"Drama, Fantasy, Horror",84,4.6,,96
Small Group,2018,Drama,,9.2,,151
The Stream,2017,Horror,80,2.8,,26
Beta II,2017,"Adventure, Fantasy, Romance",84,6.3,,57
Trew Calling,2017,Comedy,,6.1,,17
Visage,2017,"Drama, Thriller",,7.4,,15
Bug II,2017,"Drama, Mystery, Thriller",95,4.5,,43
Lust of the Vampire Girls,2017,Horror,77,1.9,,9
Kung Fu Masters,2017,Animation,98,5.3,,15
"Rock, Paper, Scissors",2018,Thriller,,4.8,,5
Compton's Finest,2018,Action,,6.8,,5
Indiana,2017,Thriller,77,5.9,,28
Romeo,2019,"Drama, Thriller",89,4.5,,18
Easy Money II,2018,Action,64,6.8,,6
The Game Is Dirty,2018,"Crime, Drama",53,1.9,,11
Gangsters,2018,"Crime, Drama",64,7.1,,16
Nothing to Do,2017,Drama,81,7.2,,43
North Housing Authority,2017,Drama,97,,43,
The Good Die Young,2018,Crime,78,6.8,,12
The Oscar Nominated Short Films 2018: Live Action,2018,Action,96,7.9,,191
BROS.,2017,Comedy,82,5.3,,2852
River,2017,"Crime, Thriller",101,5.8,,65
Breakthrough,2018,Family,,,65,
Girl Trip,2018,"Comedy, Horror, Thriller",,,,
Atlanta Vampire Movie,2018,"Comedy, Horror",110,,,
Blood Woods,2017,Horror,92,5.2,,74
My Side Piece Hit the Lotto,2018,Drama,106,,74,
Broken Chains,2017,"Action, Adventure, Biography",,7.0,,11
Jimbo,2018,"Crime, Drama",94,5.4,,27
Pondemonium,2017,Animation,76,2.9,,18
The Cheaters Club,2017,Drama,83,3.9,,11
The Dead,2017,"Comedy, Drama",87,,11,
Space Guardians,2017,Animation,74,4.4,,44
Transit I ,2019,"Action, Drama, Sci-Fi",90,,44,
Lady Rider,2017,Action,105,4.1,,19
Broken Doll,2018,Thriller,84,3.1,,49
Make America White Again,2019,Comedy,,,49,
Mr. Rudolpho's Jubilee,2017,"Comedy, Music, Musical",110,8.5,,203
BROS. On The Rocks,2018,Comedy,95,5.9,,2684
Ultimate Goal,2017,Sport,94,,2684,
Mire II,2017,"Drama, Family",90,6.1,,8
Horseplay,2017,Animation,60,8.4,,26
Where Birds Don't Fly,2017,"Crime, Drama, Thriller",121,4.9,,92
The Cat in the Hat Knows a Lot About Space!,2017,Animation,60,,92,
Hogan,2017,"Action, Drama, Sport",108,6.0,,5
Dirt Merchants: Rebelistic,2018,Drama,95,,5,
The Ultimate Rally,2018,"Adventure, Mystery, Thriller",107,8.1,,44
Ned Venture,2017,Comedy,90,6.0,,26
David's Dinosaur,2017,Family,100,6.4,,10
Fishtales 2,2017,Animation,70,4.1,,42
The Mice War,2017,Animation,78,,42,
Straight Outta Oakland 2,2017,Drama,75,7.9,,148
The Girl with No Name,2017,"Comedy, Horror",80,6.1,,33
"C- Bar, II",2019,Western,64,7.7,,9
Mississippi Turntup,2017,Action,95,2.5,,6
Provision,2017,"Drama, Family",92,7.0,,7
E19 Virus,2017,Horror,88,4.8,,175
The Midnight Matinee,2017,"Horror, Mystery, Thriller",46,3.8,,109
Go Mad and Mark,2017,"Comedy, Drama, Horror",75,3.8,,13
Real Haunts,2017,"Biography, Drama, Horror",66,7.0,,11
Do It or Die!,2017,Drama,96,,11,
Arthur and the Haunted Tree House,2017,Animation,57,,,
Fireangels: A Drifter's Fury,2017,"Horror, Thriller",70,3.0,,36
ZBurbs,2017,Horror,93,5.3,,22
The Fighters Prayer,2017,Sport,111,,22,
So Help Us God,2017,Family,93,4.5,,24
Sinner City,2017,Thriller,106,7.6,,9
The Backslide,2018,Comedy,83,,9,
Caregiver II,2018,"Comedy, Drama",65,,,
Southern Tale,2017,"Crime, Drama, Mystery",90,5.0,,5
Nature Cat: Ocean Commotion,2017,Animation,45,3.9,,7
1040 Not So EZ,2017,Drama,85,9.0,,40
Assassins' Contract,2019,Action,73,7.9,,17
Hongo,2017,Thriller,93,6.3,,150
Absolute Debauchery,2018,Crime,80,,150,
Pretty Girl II,2017,Drama,87,,,
Mr Pickpocket,2017,Comedy,55,8.7,,6
The Cutting Truth,2017,"Drama, Thriller",49,7.5,,8
The Making of a Tomb Raider,2018,"Action, Adventure",57,,8,
A Song or Two to Make You Feel,2018,Music,54,,,
The Lost Digit,2017,"Comedy, Drama",91,7.8,,9
Home.,2018,Drama,61,,9,
Love 1.0 Even Without You,2017,Drama,89,5.2,,5
The PC,2018,"Comedy, Crime, Thriller",56,,5,
Poochie,2018,Drama,72,,,
Cottontail,2017,"Comedy, Horror",81,4.1,,22
System Failure,2017,"Crime, Drama",59,,22,
End of the World Rocks,2018,Drama,77,,,
Detective Jimmy Apple,2017,Sci-Fi,48,6.7,,13
Guerrilla Blood,2017,Horror,80,4.7,,9
Salvation II,2018,Crime,90,,9,
Stealth Edge,2017,"Action, Adventure, Fantasy",,,,
Live Fast Die Young Chi-bangin,2017,Action,52,,,
Revelation,2017,Horror,81,,,
Last Night VI,2017,Comedy,94,,,
Jimmy Apple in Cannibal Run,2017,Sci-Fi,75,,,
We Need a Little Christmas,2017,Family,,,,
Punch II,2017,Sport,107,,,
Ricco Da Great: B-Town's Finest,2017,Comedy,52,8.3,,7
Laughter Is Medicine,2018,Comedy,60,,7,
Rural Area,2018,Mystery,58,,,
"Honey, Honey ",,Drama,,,,
Enjoy Your Trip to Hell,2017,Sci-Fi,76,7.1,,18
LeSeurdmin,2017,"Animation, Action, Comedy",80,,18,